id,Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
459,S01008875,Balgreen and Roseburn,City of Edinburgh,819,608,0.06,50,0.05,30,55,29.13595647,42.40455713,94,0.124542125,0.045454545,72.59221995,0.754098361,4.42857143,33.06423975,0.06,0.03225806,1.896857476,2.221624713,2.938490832,0.90810384,1.218964361,3.628272167,6.335695121,8.25450004,3.552768321,11.0051654,134.3732039,160,47,0.195121951,0.057317073
460,S01008876,Balgreen and Roseburn,City of Edinburgh,604,351,0.03,15,0.03,10,50,54.20086853,57.96497895,69,0.137417219,0,69.80016945,0.916666667,5.94736842,26.30526684,0.09,0.23376623,3.511491237,1.582792855,4.041848348,2.113996558,2.246575928,4.797362411,4.278394356,8.197555247,5.911567276,43.02019201,712.2548345,10,6,0.017035775,0.010221465
461,S01008877,Balgreen and Roseburn,City of Edinburgh,521,339,0.03,15,0.02,10,35,93.85695382,0,73,0.10940499,0,61.5291375,0.952755906,5.64705882,20.69716666,0.07,0.26984127,3.4538854,1.497428975,3.763581194,1.834893768,2.75586617,5.541943424,5.731669734,8.214092131,7.087135174,14.00657414,268.8401947,14,6,0.025547445,0.010948905
462,S01008878,Balgreen and Roseburn,City of Edinburgh,919,552,0.09,85,0.09,50,75,149.0357265,33.52986271,69,0.168661589,0.060606061,107.2125498,0.858895706,5.9375,99.60406968,0,0.12871287,3.262132221,1.571114853,3.945311453,1.598891759,3.394829327,5.846068304,6.633991194,11.02095916,10.65436056,9.004226234,97.97852268,63,11,0.069459757,0.012127894
463,S01008879,Balgreen and Roseburn,City of Edinburgh,845,553,0.09,75,0.05,25,65,51.2086051,31.85170785,80,0.134911243,0.03030303,65.47738945,0.8671875,5.44444444,62.0051772,0.06,0.06603774,3.244482035,1.396309183,3.694433911,1.683557117,4.095998411,5.948647248,5.797099095,10.888011,11.08620565,24.01126996,284.1570409,37,17,0.045287638,0.020807834
464,S01008880,Balgreen and Roseburn,City of Edinburgh,611,395,0.05,30,0.06,25,60,14.91237458,46.84115504,112,0.144026187,0,68.12943797,0.933333333,5.77777778,25.11770885,0,0.16438356,3.699681602,0.936504536,3.237759568,1.966336771,3.97638123,6.329859788,2.962651788,7.821086201,7.954305011,22.01033079,360.2345465,17,2,0.028571429,0.003361345
465,S01008881,Murrayfield and Ravelston,City of Edinburgh,641,341,0.03,15,0.03,10,45,7.573031252,0,110,0.141965679,0,61.18540462,0.818181818,6.16666667,12.91057043,0.05,0.3030303,3.988440555,1.803221968,3.82688903,2.591545756,2.914322213,5.606620345,5.447512852,8.150215185,6.983141128,8.003756652,124.8635983,22,12,0.042307692,0.023076923
466,S01008882,Murrayfield and Ravelston,City of Edinburgh,1050,662,0.01,15,0.01,10,20,13.51802057,0,75,0.086666667,0.026315789,55.898834,0.971428571,5.2,11.69564296,0.02,0.2184466,3.214658883,1.723034457,3.686520957,1.969917646,1.755545937,4.128773931,5.469697674,8.633692959,5.769125588,29.01361786,276.3201701,26,7,0.026639344,0.007172131
467,S01008883,Murrayfield and Ravelston,City of Edinburgh,1009,528,0.01,5,0.01,5,35,5.192205108,0,135,0.148662042,0,50.77471613,0.826086957,6,18.68831207,0,0.37391304,2.799940387,2.5364507,3.160639923,3.30486596,2.649859601,5.016514111,9.364150318,11.23802594,9.502121773,45.02113117,446.1955517,19,3,0.021864212,0.003452244
468,S01008884,Murrayfield and Ravelston,City of Edinburgh,736,371,0.01,10,0.02,10,30,51.88732272,55.55372894,54,0.112771739,0,61.68168451,0.895522388,6.8,14.45631193,0.02,0.28235294,1.79334433,3.191392173,2.152779762,3.434978624,3.027950652,5.752744036,10.00831106,8.962106839,9.793130262,22.01033079,299.0534075,1,10,0.001416431,0.014164306
469,S01008885,Murrayfield and Ravelston,City of Edinburgh,910,560,0.01,5,0.02,10,25,10.71029288,37.35798474,77,0.087912088,0,65.758378,0.978021978,6.625,11.28799311,0.01,0.36842105,1.626959547,3.008651559,2.250380083,2.483844077,2.581075072,4.518521878,8.096278236,7.450050634,10.95601636,29.01361786,318.8309655,19,4,0.021396396,0.004504505
470,S01008886,"Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,910,603,0.01,15,0.02,10,20,26.34511311,0,68,0.110989011,0.034482759,63.97370446,0.927835052,5.41666667,19.47543256,0.02,0.09150327,2.213650688,3.500680273,3.137336885,2.020637666,3.416162389,3.81898576,11.37130192,10.26856169,12.0754478,11.0051654,120.9358835,65,5,0.080845771,0.006218905
471,S01008887,"Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,773,471,0.03,25,0.03,10,40,64.20688249,41.18376021,65,0.099611902,0,68.71195234,0.917241379,5.84615385,16.24322836,0.02,0.23863636,1.856326701,3.777610854,2.801133097,1.897018174,3.204135838,3.648333432,10.04838308,8.433960991,9.407331241,15.00704372,194.140281,25,12,0.032637076,0.015665796
472,S01008888,"Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,641,466,0.02,15,0.03,15,40,98.35488714,0,46,0.098283931,0,57.70355843,0.866666667,7,8.315284317,0,0.18518519,2.142896232,3.6695432,3.488809141,3.56883672,4.394788669,4.62790403,10.47618241,10.01166399,12.85752542,0,0,41,2,0.069256757,0.003378378
473,S01008889,"Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,747,542,0.02,15,0.01,5,20,69.20209427,0,58,0.103078983,0,58.87724713,0.818181818,6,41.36127601,0.04,0.15625,1.423187909,2.911344663,2.721619016,3.219379295,3.628530199,4.537773137,7.335442747,6.555442785,9.625447412,17.00798289,227.6838405,62,7,0.114391144,0.012915129
474,S01008890,"Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,703,408,0.02,15,0.04,15,45,26.39864364,0,86,0.13086771,0,62.4509796,0.903030303,5.8,35.36147812,0.02,0.20224719,1.893983353,3.885383274,3.153995798,2.260482698,3.673104535,3.38469469,11.47525458,10.36786614,11.84756271,27.0126787,384.2486302,32,7,0.044692737,0.009776536
475,S01008891,"Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,747,420,0.02,15,0.01,5,30,6.236103815,0,71,0.136546185,0.041666667,56.18545098,0.944444444,5.75,23.56782861,0.05,0.1875,1.42615075,3.732254698,2.664904962,2.621669489,3.142762149,4.137077489,12.34403018,10.76397124,10.41878453,26.01220912,348.2223443,26,10,0.034076016,0.01310616
476,S01008892,Blackhall,City of Edinburgh,1004,573,0.06,60,0.04,25,55,56.15490236,59.69253438,73,0.139442231,0,78.47363495,0.849056604,6.375,27.62683359,0.04,0.14285714,1.349910896,2.220654622,1.248576212,2.459570521,2.539329775,5.531559646,6.230445323,4.286148286,7.549088557,25.01173954,249.1209117,64,12,0.065911432,0.012358393
477,S01008893,Blackhall,City of Edinburgh,956,542,0.02,20,0.02,15,35,132.7847206,0,68,0.094142259,0,61.26162929,0.959090909,6.36363636,16.66564629,0.02,0.25242718,1.976414115,1.446722308,1.310554955,2.213540775,3.198179928,6.244569528,4.638912138,4.335829695,8.782170351,32.01502661,334.8852156,6,11,0.006674082,0.012235818
478,S01008894,Blackhall,City of Edinburgh,889,496,0.01,5,0.01,5,15,58.28088477,39.60998774,62,0.085489314,0,60.48562264,0.985294118,6.16666667,14.21133312,0,0.24271845,2.911357124,1.995701261,2.345060464,1.222037478,3.603333788,6.520581434,7.49531106,8.868767263,12.74831516,19.00892205,213.8236451,13,4,0.014976959,0.004608295
479,S01008895,Blackhall,City of Edinburgh,854,429,0.02,15,0.02,10,40,12.60943575,0,144,0.132318501,0,60.10744496,0.994117647,6.34782609,18.76695567,0.02,0.27659574,3.19241137,1.644639353,2.528487512,1.597074498,3.173118396,5.87964383,4.747562561,7.654556209,11.49759359,29.01361786,339.7379141,25,8,0.034965035,0.011188811
480,S01008896,Blackhall,City of Edinburgh,675,399,0.01,5,0.01,5,25,0,0,26,0.059259259,0,44.13376872,0.988826816,6.68421053,23.60163665,0.01,0.33333333,4.168509104,1.935397909,3.187985881,1.97828671,3.150875781,5.842523085,7.404469974,10.81752218,11.80082151,8.003756652,118.5741726,13,0,0.022968198,0
481,S01008897,Blackhall,City of Edinburgh,741,415,0.01,5,0.02,10,35,77.93136687,47.79628116,74,0.083670715,0,64.08281667,0.967948718,6.33333333,24.57069582,0,0.33333333,4.179768198,1.672616773,2.993809865,2.501349045,3.087277319,5.935231177,5.335602375,9.02174888,9.417844695,12.00563498,162.0193654,41,5,0.059506531,0.007256894
482,S01008898,Blackhall,City of Edinburgh,871,487,0.01,10,0.03,15,30,5.380087156,0,48,0.102181401,0.111111111,52.57862357,0.978609626,6.4375,25.5321545,0.02,0.23387097,2.383899406,1.17944884,1.607114936,1.739899769,2.645900311,5.819048274,4.834548851,5.702991405,8.260468384,60.02817489,689.186853,34,9,0.03908046,0.010344828
483,S01008899,Drylaw,City of Edinburgh,866,559,0.26,225,0.19,105,135,124.0341701,295.840649,123,0.204387991,0.073170732,121.366341,0.695067265,4.93333333,148.1068378,0.08,0.02339181,3.596721399,2.753944463,2.442384355,1.921223344,2.502532855,4.907017593,8.209661876,7.044973322,7.115290597,56.02629657,646.9549257,188,11,0.223013049,0.013048636
484,S01008900,Drylaw,City of Edinburgh,932,594,0.14,130,0.12,70,115,104.7531228,212.7006867,108,0.167381974,0.021276596,101.7297844,0.753246753,4.68965517,118.9225041,0.16,0.04411765,3.301910861,2.601800515,2.722157141,1.329781765,2.76897971,4.800853312,7.283433635,7.506840768,7.984414536,62.02911406,665.5484341,131,33,0.138185654,0.034810127
485,S01008901,Drylaw,City of Edinburgh,888,579,0.16,145,0.15,90,135,96.36067053,555.7377585,104,0.164414414,0.034482759,116.1363493,0.820175439,4.85185185,137.1673811,0.13,0.0516129,2.453485639,2.417959504,2.291580967,1.317412792,2.638035587,4.794846219,7.182387737,7.204013002,8.095915975,39.01831368,439.3954243,121,16,0.143026005,0.01891253
486,S01008902,Drylaw,City of Edinburgh,1034,667,0.18,185,0.15,100,125,78.05849533,24.53828753,109,0.181818182,0,97.91882482,0.718045113,4.96774194,137.358884,0.12,0.06547619,1.656870181,2.721759138,2.6966315,2.940599213,2.997236462,5.30075291,8.951315029,8.790696859,9.702082878,62.02911406,599.8947201,176,55,0.173913043,0.054347826
487,S01008903,Drylaw,City of Edinburgh,957,558,0.17,160,0.14,80,115,61.50941855,371.3286054,128,0.204806688,0.0625,102.3180733,0.800865801,5.13333333,118.1687766,0.08,0.04444444,2.154383545,2.271534927,1.566533273,1.863257342,2.209381788,4.160442245,7.012775451,4.786980216,7.309446431,64.03005322,669.0705666,123,15,0.127858628,0.015592516
488,S01008904,West Pilton,City of Edinburgh,996,678,0.2,200,0.16,110,140,89.95422609,48.84309514,129,0.146586345,0.025316456,110.2691592,0.683636364,4.36666667,130.6298349,0.1,0.0505618,2.165654359,1.872806371,1.447590843,2.014426908,1.59932778,3.778299,6.881843023,4.56210159,5.95765143,90.04226234,904.0387785,253,31,0.235787512,0.02889096
489,S01008905,West Pilton,City of Edinburgh,1079,693,0.25,265,0.21,140,160,256.0374071,349.56301,163,0.18257646,0.046153846,132.9815695,0.72823219,4.36666667,186.8421448,0.14,0.01123596,2.988228266,1.3964375,1.447045252,1.175170379,1.194644038,3.313288509,5.052374592,4.305465974,3.736236532,122.0572889,1131.207497,263,89,0.238224638,0.080615942
490,S01008906,West Pilton,City of Edinburgh,814,553,0.22,180,0.23,125,135,245.1408163,400.5297265,151,0.183046683,0.052631579,121.6926787,0.575892857,4.45454545,146.0676797,0.12,0.03546099,2.815444853,1.981015574,1.949674039,1.506630821,1.779279514,3.871401558,8.053431751,6.719366588,6.988770065,171.0802984,2101.723568,174,21,0.21402214,0.025830258
491,S01008907,West Pilton,City of Edinburgh,857,518,0.31,270,0.24,120,215,244.624781,236.8643826,126,0.203033839,0.086206897,153.5702118,0.703910615,4.43589744,208.9815255,0.15,0.06936416,1.85282117,2.362454317,1.955267346,1.298065836,2.487243401,4.636273961,8.626466805,8.04656788,10.5764955,79.03709694,922.2531732,231,5,0.333815029,0.007225434
492,S01008908,West Pilton,City of Edinburgh,1035,699,0.23,240,0.17,115,110,118.7601111,673.1355622,79,0.179710145,0.086956522,100.2728918,0.634146342,4.67567568,156.9119161,0.14,0.06626506,1.59380007,1.714763726,1.478525293,2.612902584,3.326855378,5.051181526,4.454187264,3.872427373,11.83932185,105.0493061,1014.969141,181,14,0.194833154,0.015069968
493,S01008909,Boswall and Pilton,City of Edinburgh,780,505,0.15,115,0.1,50,85,18.94272765,36.10707747,63,0.169230769,0.081081081,106.1932281,0.687763713,5.21875,116.5940826,0.11,0.05521472,2.138087426,1.397825125,1.558111663,2.727567932,4.313995197,5.204092489,4.143011315,4.332095394,12.98538266,42.01972243,538.7143901,86,25,0.107904642,0.031367629
494,S01008910,Boswall and Pilton,City of Edinburgh,474,319,0.19,90,0.1,30,115,11.5106155,56.44605217,91,0.143459916,0,117.8620747,0.696296296,4.75,117.495784,0.15,0.05882353,1.942010088,2.378269814,2.664947491,2.29431145,4.792640652,4.626515924,7.850672288,7.686355,13.01120278,27.0126787,569.8877363,34,22,0.071428571,0.046218487
495,S01008911,Boswall and Pilton,City of Edinburgh,1039,810,0.02,20,0.02,15,45,27.54429949,52.33661313,356,0.090471607,0.015625,72.41103367,0.759689923,5,42.78943544,0,0.08333333,1.800035121,3.01833341,3.304882939,3.091998117,4.650665621,4.590134211,11.47370366,11.34625269,12.36144882,30.01408745,288.8747589,202,5,0.234610918,0.005807201
496,S01008912,Boswall and Pilton,City of Edinburgh,778,497,0.03,25,0.04,20,40,36.13929061,0,67,0.138817481,0,75.20296224,0.917073171,5.8,57.33088761,0.02,0.1954023,2.559419191,3.215035908,1.938967779,2.712230964,3.160231192,4.744981182,8.76422659,7.568068202,8.71373747,24.01126996,308.6281486,46,4,0.058080808,0.005050505
497,S01008913,Boswall and Pilton,City of Edinburgh,700,479,0.07,45,0.04,20,35,30.5912969,0,121,0.124285714,0.105263158,98.97194866,0.755208333,5.25,92.43583278,0.09,0.06862745,2.729635249,3.068745031,2.675771198,2.209936124,5.029664092,5.403880931,9.41449556,9.219298237,13.07132304,36.01690494,514.5272134,85,19,0.124269006,0.027777778
498,S01008914,Boswall and Pilton,City of Edinburgh,877,543,0.11,95,0.08,40,100,55.68711302,35.9320781,90,0.192702395,0.05,97.92387322,0.884120172,5.03333333,102.3222564,0.09,0.08080808,3.194242354,2.99954801,1.138338131,1.595654094,3.463743615,5.189204814,7.72716888,3.607528808,9.189351992,46.02160075,524.7616961,106,12,0.122119816,0.013824885
499,S01008915,Boswall and Pilton,City of Edinburgh,583,346,0.05,30,0.05,15,60,8.698114581,0,50,0.142367067,0.105263158,78.87992906,0.906832298,5.9375,34.25602753,0.07,0.14285714,3.593244373,3.038273326,1.105065902,1.496374647,3.333933273,5.442290471,6.937130937,4.16728464,8.124806728,34.01596577,583.46425,47,1,0.082601054,0.001757469
500,S01008916,Granton South and Wardieburn,City of Edinburgh,1029,611,0.25,255,0.22,135,155,159.7695982,148.3614004,106,0.219630709,0.047619048,138.1075971,0.777251185,4.46428571,167.1227281,0.12,0.05426357,3.359458628,2.927339124,1.703532921,1.295806494,4.148069071,5.951311095,6.892532009,5.769449232,11.36372255,63.02958364,612.5323969,183,11,0.168663594,0.010138249
501,S01008917,Granton South and Wardieburn,City of Edinburgh,714,509,0.3,215,0.25,130,205,165.412384,454.2418035,202,0.235294118,0.037735849,102.2318862,0.736040609,4.75,161.5446359,0.13,0.04347826,2.741448623,1.90854258,1.917467402,0.786194358,4.82033661,5.563785579,5.359550761,5.198391258,10.76425366,68.03193155,952.8281729,123,10,0.18061674,0.014684288
502,S01008918,Granton South and Wardieburn,City of Edinburgh,579,387,0.33,190,0.25,100,195,460.1499605,566.433904,263,0.170984456,0,155.3749746,0.650306749,4.42857143,205.7134117,0.07,0.05405405,2.447389299,2.323095981,2.19250001,1.192737951,4.762900751,5.942243093,7.266994861,6.036476884,11.32762403,11.0051654,190.0719412,114,3,0.195205479,0.005136986
503,S01008919,Granton South and Wardieburn,City of Edinburgh,566,376,0.32,180,0.26,100,215,235.1220256,154.2771857,192,0.19434629,0.15625,189.0694196,0.705035971,5.15384615,172.2469279,0.12,0.06666667,2.795634329,2.869390104,2.586980715,1.97916675,4.964707578,6.22238656,8.630422888,6.184393385,10.91190276,46.02160075,813.1024868,110,13,0.202205882,0.023897059
504,S01008920,Granton and Royston Mains,City of Edinburgh,1274,1021,0.06,80,0.05,50,50,42.26528183,27.94044729,73,0.125588697,0.031746032,64.07028063,0.757575758,5.16666667,44.22507512,0.15,0.12820513,2.860661719,3.373207302,2.973867437,2.914660534,4.71958301,6.0134773,9.007662803,7.238983675,12.96164653,44.02066159,345.5310957,256,10,0.238139535,0.009302326
505,S01008921,Granton and Royston Mains,City of Edinburgh,892,537,0.29,260,0.24,130,200,239.7415515,484.9172612,148,0.213004484,0.02,190.9647524,0.67578125,5,219.0102853,0.17,0.025,1.917373973,1.720390881,1.764986734,2.239216513,4.28599788,5.725100007,5.837496631,4.378390743,9.420556269,64.03005322,717.8257087,165,10,0.218543046,0.013245033
506,S01008922,Granton and Royston Mains,City of Edinburgh,780,509,0.2,160,0.17,90,125,206.624142,68.15915906,102,0.219230769,0.052631579,131.0932245,0.668539326,4.88888889,139.3176542,0.09,0.04444444,2.143813783,1.24686967,1.512544576,2.012938056,4.631208315,5.241566782,3.513815291,3.405165602,11.31612734,62.02911406,795.245052,136,27,0.173248408,0.034394904
507,S01008923,Granton and Royston Mains,City of Edinburgh,845,549,0.22,185,0.16,90,140,116.5638744,302.5025058,148,0.207100592,0.038461538,131.4187908,0.652694611,4.21052632,157.8964161,0.17,0.04347826,1.501727699,0.906987907,0.907757007,2.709089511,3.867488952,5.469116673,2.531014691,2.222256339,9.709432619,41.01925284,485.4349449,116,24,0.154873164,0.032042724
508,S01008924,Granton West and Salvesen,City of Edinburgh,962,616,0.24,230,0.2,125,185,116.5472205,214.5068873,153,0.197505198,0,150.0818908,0.638121547,4.90697674,197.2050613,0.11,0.02459016,2.239534085,2.461162201,1.51965632,1.95792869,2.999454919,4.792728835,8.433141501,6.548355437,9.63298879,71.03334029,738.3923107,185,28,0.188391039,0.028513238
509,S01008925,Granton West and Salvesen,City of Edinburgh,727,460,0.13,95,0.08,40,70,83.64856023,75.63469481,131,0.143053645,0.150943396,96.44555004,0.719844358,4.79310345,112.6287329,0.09,0.03875969,3.176555572,2.578186232,2.225416035,1.524924441,2.648993492,4.595275765,10.09835018,9.034797363,10.04725762,45.02113117,619.2727809,77,57,0.111432706,0.082489146
510,S01008926,Granton West and Salvesen,City of Edinburgh,580,404,0.18,105,0.13,50,140,33.77909855,0,59,0.156896552,0.05,88.46264346,0.780346821,4.86363636,131.654419,0.06,0.03,2.003463554,1.923035657,1.240444807,1.658568088,2.24670999,4.017925596,5.342149891,3.418504966,5.8507084,42.01972243,724.4779728,46,2,0.075782537,0.003294893
511,S01008927,Granton West and Salvesen,City of Edinburgh,1024,772,0.1,100,0.06,45,70,74.28084942,18.41674611,81,0.116210938,0,88.02170619,0.702702703,5.14285714,77.55728927,0.07,0.03125,2.242220479,2.308489519,1.581730296,2.281673747,2.632163827,4.191787199,6.989877961,4.795954271,7.421745911,30.01408745,293.1063227,228,0,0.285356696,0
512,S01008928,Granton West and Salvesen,City of Edinburgh,785,528,0.18,140,0.13,65,160,99.8395717,66.90414006,152,0.205095541,0.05,146.4539746,0.655172414,4.8125,126.8975174,0.09,0.02312139,2.467153731,2.398042339,1.808420315,2.55620879,2.989400836,4.541715918,7.530669993,5.603593044,8.527820847,76.0356882,968.607493,121,5,0.198686371,0.008210181
513,S01008929,Muirhouse,City of Edinburgh,687,506,0.45,310,0.45,230,305,530.9515024,1166.860679,233,0.288209607,0.083333333,170.4028133,0.671755725,4,204.8426725,0.27,0,3.246523134,2.463672656,1.248477692,2.463676651,2.854033824,4.218017803,7.450708747,4.017447483,8.158353002,88.04132318,1281.533088,146,47,0.19160105,0.06167979
514,S01008930,Muirhouse,City of Edinburgh,876,556,0.35,300,0.26,145,195,246.6792366,171.334333,151,0.24086758,0.128571429,155.3333398,0.696594427,4.85416667,224.3723941,0.23,0.02484472,3.59917529,1.769952746,1.149014229,2.241563366,2.271997502,3.483349266,5.996078765,3.732245334,7.267880613,126.0591673,1439.03159,224,11,0.245345016,0.012048193
515,S01008931,Muirhouse,City of Edinburgh,864,562,0.23,195,0.21,120,140,138.7974773,205.0646699,173,0.173611111,0.083333333,119.2766603,0.721311475,4.8,207.0514074,0.1,0.01156069,3.480667097,1.566162728,1.663208771,1.817737433,2.069142986,2.945934959,6.483769333,6.663611404,8.119987068,30.01408745,347.3852714,210,31,0.270618557,0.039948454
516,S01008932,Muirhouse,City of Edinburgh,945,655,0.17,155,0.09,55,95,111.54502,139.6868893,118,0.11957672,0.06,79.57149327,0.743169399,5.41176471,116.6757885,0.11,0.06428571,3.556830139,2.659742919,2.269206218,2.363129338,2.429373941,4.401883617,9.038983087,7.414692106,7.46383617,52.02441824,550.5229443,232,18,0.262146893,0.020338983
517,S01008933,Muirhouse,City of Edinburgh,661,454,0.26,175,0.22,100,195,245.7450212,71.51528618,132,0.213313162,0.027027027,168.2755106,0.744394619,4.80769231,182.1271786,0.13,0.04929577,4.451275061,2.459344643,1.675692414,2.787098274,3.066850847,4.028241475,9.890860036,6.241107832,11.43017493,66.03099238,998.9560118,171,10,0.249271137,0.014577259
518,S01008934,Muirhouse,City of Edinburgh,840,553,0.18,150,0.16,90,130,181.4845409,295.7347763,136,0.153571429,0.078947368,136.6472748,0.734082397,5.1,154.1561806,0.17,0.07092199,4.278068031,3.220860703,1.759147703,3.219284475,3.516710537,5.33254944,10.18281573,5.827209615,9.796464666,64.03005322,762.2625383,105,15,0.132575758,0.018939394
519,S01008935,Siverknowes and Davidson's Mains,City of Edinburgh,948,543,0.02,15,0.03,20,40,16.31430414,0,75,0.130801688,0.038461538,77.14152897,0.933070866,5.81818182,47.59984382,0.03,0.09230769,4.117072077,3.111071681,2.01605826,2.172597578,2.249380486,5.096881123,9.656772058,6.948622645,6.812329231,37.01737452,390.4786341,54,20,0.060470325,0.022396417
520,S01008936,Siverknowes and Davidson's Mains,City of Edinburgh,405,245,0.01,5,0.02,5,30,12.00726423,0,73,0.09382716,0.117647059,59.69863878,0.936936937,5.84615385,24.99809512,0.09,0.25423729,3.455018224,1.80184333,1.333387889,0.924613028,1.841452974,5.493420062,5.692959701,4.563967344,4.508828688,14.00657414,345.8413368,0,3,0,0.007556675
521,S01008937,Siverknowes and Davidson's Mains,City of Edinburgh,842,507,0.06,50,0.05,25,65,161.7079871,70.91232346,69,0.136579572,0,77.86625709,0.913265306,6.125,51.30977968,0.03,0.14953271,4.270675057,2.132651532,1.14382672,1.347292101,1.383937772,4.970328064,5.085195553,2.876131161,3.418706361,29.01361786,344.5797846,94,27,0.113116727,0.032490975
522,S01008938,Siverknowes and Davidson's Mains,City of Edinburgh,800,446,0.04,30,0.04,15,40,26.3197793,0,55,0.1125,0.0625,63.80888524,0.914965986,5.88235294,31.85516316,0.03,0.11333333,4.551583808,2.6396118,2.389990004,2.642624269,2.378379449,4.566789456,9.392699923,6.64958673,6.154553355,29.01361786,362.6702233,21,4,0.028,0.005333333
523,S01008939,Siverknowes and Davidson's Mains,City of Edinburgh,782,460,0.03,25,0.03,15,40,36.35218987,44.88971002,79,0.120204604,0.0625,70.40206089,0.902912621,6,44.84450349,0.04,0.13836478,4.204849271,3.2830402,2.277592826,3.113018058,3.032981867,5.101649343,10.03354664,7.624327773,8.368098643,34.01596577,434.9867746,45,5,0.057618438,0.006402049
524,S01008940,Siverknowes and Davidson's Mains,City of Edinburgh,631,308,0.01,5,0.01,5,25,15.00620766,0,53,0.109350238,0,53.07765992,0.966386555,6.2,22.21411083,0,0.40677966,5.646176217,2.536623288,2.633404084,2.344168052,2.397168963,3.530171026,9.614324064,7.992099021,7.344371006,49.0230095,776.9098177,4,6,0.006289308,0.009433962
525,S01008941,Cramond,City of Edinburgh,940,526,0.03,30,0.03,15,35,28.44525284,109.1964648,62,0.095744681,0.130434783,60.76279789,0.947619048,5.375,20.0361717,0.07,0.1637931,7.217550579,1.221077884,3.916268446,2.561323584,4.443581446,6.394615229,3.981923968,7.588521631,8.886186208,16.0075133,170.2926947,21,13,0.023836549,0.014755959
526,S01008942,Cramond,City of Edinburgh,774,469,0.03,20,0.03,15,35,25.74447728,0,71,0.11369509,0.076923077,52.99245456,0.901639344,6.10526316,21.68076395,0.04,0.23529412,6.644685372,1.676817572,3.241509639,1.715469611,5.35386237,7.050611725,4.334030247,5.90788853,10.05192566,22.01033079,284.3711989,42,14,0.057771664,0.019257221
527,S01008943,Cramond,City of Edinburgh,928,479,0.01,10,0.01,5,20,16.26482082,0,71,0.091594828,0,46.162546,0.960784314,6.15384615,23.40960598,0.01,0.20967742,6.271865043,2.743188777,2.867239829,2.783607223,5.489324137,6.7232255,7.502853473,7.769762469,12.67931556,9.004226234,97.02829993,15,0,0.018159806,0
528,S01008944,"Barnton, Cammo and Cramond South",City of Edinburgh,1053,528,0.03,30,0.02,10,30,9.155719301,0,61,0.098765432,0,56.01366424,0.957219251,6.30769231,15.4146033,0.07,0.3253012,5.577393344,3.332364435,2.172371656,3.101348652,5.93887541,6.246870273,7.711944697,6.136890462,12.96901036,12.00563498,114.0136275,25,14,0.024679171,0.013820336
529,S01008945,"Barnton, Cammo and Cramond South",City of Edinburgh,781,451,0.01,10,0.03,15,30,5.965064609,0,53,0.09475032,0.096774194,53.79748296,0.956043956,6.35714286,13.69205171,0.03,0.26315789,5.026802544,4.880822719,2.558344,5.33308264,5.835514594,5.630026872,15.45962919,11.20737863,19.80267594,4.001878326,51.24043952,18,2,0.023017903,0.002557545
530,S01008946,"Barnton, Cammo and Cramond South",City of Edinburgh,926,496,0.02,20,0.03,15,45,40.82296322,0,59,0.111231102,0,52.72763525,0.906976744,5.58333333,24.28866601,0.01,0.20720721,4.053849749,3.509591351,1.184281791,3.6613278,4.859099827,4.619003731,8.638930963,4.568930925,12.06999461,15.00704372,162.0631072,47,10,0.051535088,0.010964912
531,S01008947,"Barnton, Cammo and Cramond South",City of Edinburgh,1077,566,0.03,35,0.03,15,30,13.78487311,0,63,0.118848654,0,60.34039449,0.926070039,5.75,24.29097122,0.03,0.25,5.568667152,2.895709458,2.428718242,2.958053987,4.665693941,6.150252764,12.10045857,8.833843031,13.28834195,13.00610456,120.762345,39,1,0.036688617,0.000940734
532,S01008948,Clermiston and Drumbrae,City of Edinburgh,706,463,0.03,20,0.05,20,35,13.37308305,44.61512056,60,0.117563739,0.033333333,70.28395943,0.865497076,5.8,31.78847749,0,0.08333333,4.490403369,1.878821875,2.113554685,1.658968718,3.999985872,5.736258167,6.121253625,6.33857947,9.205994372,15.00704372,212.5643587,28,14,0.040057225,0.020028612
533,S01008949,Clermiston and Drumbrae,City of Edinburgh,915,581,0.13,125,0.11,65,105,72.32572285,65.45147903,83,0.182513661,0,96.4502889,0.85546875,5.42105263,108.9919246,0.06,0.06593407,5.039993662,1.01916814,2.869261375,1.380762416,4.29248719,6.59764158,3.556872258,8.201314969,10.13667751,26.01220912,284.2864385,106,15,0.114718615,0.016233766
